Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour
28062,2023-03-15 21:00:00,03-15-2023 05:00,2023-03-15 06:51:00,Vasai,395,6,54,M,Knife,Other Crime,14,Yes,23-03-2023 21:00,3,15,6
28063,2023-03-16 14:00:00,03-15-2023 06:00,2023-03-15 17:09:00,Delhi,193,4,64,F,Blunt Object,Other Crime,14,Yes,07-06-2023 14:00,3,16,17
28067,2023-03-16 15:00:00,03-15-2023 10:00,2023-03-15 11:21:00,Chennai,469,10,27,X,Poison,Other Crime,5,Yes,22-02-2024 15:00,3,16,11
28070,2023-03-15 18:00:00,03-15-2023 13:00,2023-03-15 22:09:00,Bangalore,298,15,75,F,Other,Violent Crime,12,Yes,28-08-2023 18:00,3,15,22
28073,2023-03-18 13:00:00,03-15-2023 16:00,2023-03-15 18:37:00,Kolkata,257,5,19,X,Explosives,Violent Crime,15,Yes,15-06-2023 13:00,3,18,18
28075,2023-03-15 21:00:00,03-15-2023 18:00,2023-03-16 02:04:00,Chennai,490,10,15,F,Poison,Other Crime,16,Yes,22-02-2024 21:00,3,15,2
28077,2023-03-16 13:00:00,03-15-2023 20:00,2023-03-16 01:28:00,Lucknow,531,15,11,M,Explosives,Violent Crime,10,Yes,20-07-2023 13:00,3,16,1
28079,2023-03-18 09:00:00,03-15-2023 22:00,2023-03-16 17:42:00,Mumbai,377,15,14,F,Explosives,Violent Crime,15,Yes,17-05-2023 09:00,3,18,17
28082,2023-03-18 14:00:00,03-16-2023 01:00,2023-03-16 16:12:00,Delhi,390,0,15,F,Poison,Fire Accident,8,Yes,31-05-2023 14:00,3,18,16
28084,2023-03-18 19:00:00,03-16-2023 03:00,2023-03-17 00:31:00,Srinagar,299,6,71,F,Other,Other Crime,1,Yes,26-03-2023 19:00,3,18,0
28090,2023-03-16 22:00:00,03-16-2023 09:00,2023-03-16 12:00:00,Vasai,595,7,54,F,Explosives,Other Crime,18,Yes,31-05-2023 22:00,3,16,12
28091,2023-03-17 10:00:00,03-16-2023 10:00,2023-03-16 15:34:00,Thane,533,12,68,F,Blunt Object,Other Crime,19,Yes,06-04-2023 10:00,3,17,15
28094,2023-03-17 04:00:00,03-16-2023 13:00,2023-03-17 01:27:00,Kolkata,208,10,41,M,Explosives,Other Crime,2,Yes,29-11-2023 04:00,3,17,1
28095,2023-03-19 11:00:00,03-16-2023 14:00,2023-03-17 03:58:00,Pune,552,6,67,F,Firearm,Other Crime,11,Yes,25-05-2023 11:00,3,19,3
28097,2023-03-19 05:00:00,03-16-2023 16:00,2023-03-17 03:55:00,Hyderabad,270,19,31,M,Firearm,Other Crime,18,Yes,28-04-2023 05:00,3,19,3
28098,2023-03-19 09:00:00,03-16-2023 17:00,2023-03-17 13:09:00,Lucknow,399,19,40,F,Knife,Other Crime,16,Yes,14-05-2023 09:00,3,19,13
28100,2023-03-18 09:00:00,03-16-2023 19:00,2023-03-17 03:57:00,Delhi,216,9,26,M,Other,Other Crime,14,Yes,20-04-2023 09:00,3,18,3
28106,2023-03-18 00:00:00,03-17-2023 01:00,2023-03-17 02:27:00,Delhi,166,4,47,M,Knife,Other Crime,18,Yes,26-04-2023 00:00,3,18,2
28110,2023-03-20 00:00:00,03-17-2023 05:00,2023-03-17 18:24:00,Kolkata,265,9,59,X,Poison,Other Crime,6,Yes,29-05-2023 00:00,3,20,18
28112,2023-03-18 00:00:00,03-17-2023 07:00,2023-03-17 12:30:00,Kolkata,407,7,44,F,Blunt Object,Other Crime,18,Yes,30-04-2023 00:00,3,18,12
28115,2023-03-18 20:00:00,03-17-2023 10:00,2023-03-17 10:45:00,Nagpur,270,0,71,M,Poison,Fire Accident,1,Yes,09-04-2023 20:00,3,18,10
28117,2023-03-18 01:00:00,03-17-2023 12:00,2023-03-18 04:12:00,Bhopal,314,13,53,X,Poison,Other Crime,5,Yes,16-04-2023 01:00,3,18,4
28118,2023-03-20 00:00:00,03-17-2023 13:00,2023-03-18 03:11:00,Chennai,360,15,73,M,Other,Violent Crime,11,Yes,28-06-2023 00:00,3,20,3
28120,2023-03-17 18:00:00,03-17-2023 15:00,2023-03-17 23:04:00,Lucknow,171,13,53,X,Poison,Other Crime,1,Yes,27-04-2023 18:00,3,17,23
28121,2023-03-19 04:00:00,03-17-2023 16:00,2023-03-18 07:23:00,Ahmedabad,572,3,67,F,Other,Other Crime,16,Yes,08-05-2023 04:00,3,19,7
28123,2023-03-19 01:00:00,03-17-2023 18:00,2023-03-18 03:14:00,Rajkot,593,6,44,M,Blunt Object,Other Crime,12,Yes,24-05-2023 01:00,3,19,3
28125,2023-03-20 16:00:00,03-17-2023 20:00,2023-03-18 08:41:00,Hyderabad,166,10,14,F,Knife,Other Crime,16,Yes,02-12-2024 16:00,3,20,8
28126,2023-03-20 09:00:00,03-17-2023 21:00,2023-03-18 10:44:00,Bangalore,577,19,33,M,Knife,Other Crime,1,Yes,09-05-2023 09:00,3,20,10
28127,2023-03-18 16:00:00,03-17-2023 22:00,2023-03-18 12:53:00,Delhi,587,2,18,M,Explosives,Other Crime,12,Yes,03-08-2023 16:00,3,18,12
28129,2023-03-19 10:00:00,03-18-2023 00:00,2023-03-18 15:08:00,Delhi,300,6,55,M,Poison,Other Crime,12,Yes,16-04-2023 10:00,3,19,15
28132,2023-03-20 14:00:00,03-18-2023 03:00,2023-03-18 03:20:00,Pune,282,16,76,M,Other,Violent Crime,6,Yes,24-02-2024 14:00,3,20,3
28133,2023-03-19 07:00:00,03-18-2023 04:00,2023-03-19 02:31:00,Hyderabad,370,0,79,F,Blunt Object,Fire Accident,18,Yes,03-05-2023 07:00,3,19,2
28135,2023-03-18 22:00:00,03-18-2023 06:00,2023-03-18 07:24:00,Ahmedabad,543,12,56,F,Knife,Other Crime,19,Yes,05-04-2023 22:00,3,18,7
28139,2023-03-20 05:00:00,03-18-2023 10:00,2023-03-18 14:37:00,Hyderabad,590,3,22,X,Blunt Object,Other Crime,1,Yes,15-06-2023 05:00,3,20,14
28140,2023-03-19 15:00:00,03-18-2023 11:00,2023-03-19 04:20:00,Chennai,387,10,45,M,Knife,Other Crime,18,Yes,10-06-2024 15:00,3,19,4
28143,2023-03-19 17:00:00,03-18-2023 14:00,2023-03-18 16:47:00,Ghaziabad,221,1,59,M,Knife,Violent Crime,5,Yes,11-05-2023 17:00,3,19,16
28144,2023-03-18 17:00:00,03-18-2023 15:00,2023-03-18 15:41:00,Meerut,293,0,43,F,Knife,Fire Accident,14,Yes,30-03-2023 17:00,3,18,15
28146,2023-03-19 04:00:00,03-18-2023 17:00,2023-03-19 03:11:00,Nashik,549,11,30,F,Explosives,Violent Crime,7,Yes,16-05-2023 04:00,3,19,3
28151,2023-03-20 11:00:00,03-18-2023 22:00,2023-03-19 09:00:00,Chennai,334,16,38,M,Knife,Violent Crime,16,Yes,09-02-2025 11:00,3,20,9
28152,2023-03-21 20:00:00,03-18-2023 23:00,2023-03-19 04:04:00,Mumbai,283,6,45,F,Explosives,Other Crime,9,Yes,09-05-2023 20:00,3,21,4
28154,2023-03-20 12:00:00,03-19-2023 01:00,2023-03-19 10:18:00,Delhi,377,17,65,F,Firearm,Other Crime,12,Yes,16-06-2023 12:00,3,20,10
28156,2023-03-20 12:00:00,03-19-2023 03:00,2023-03-19 20:18:00,Delhi,110,8,20,X,Knife,Fire Accident,19,Yes,13-05-2023 12:00,3,20,20
28163,2023-03-20 20:00:00,03-19-2023 10:00,2023-03-20 08:55:00,Mumbai,427,20,16,X,Firearm,Violent Crime,3,Yes,26-04-2023 20:00,3,20,8
28167,2023-03-22 05:00:00,03-19-2023 14:00,2023-03-19 18:02:00,Varanasi,397,14,27,M,Blunt Object,Other Crime,13,Yes,20-04-2023 05:00,3,22,18
28168,2023-03-20 17:00:00,03-19-2023 15:00,2023-03-20 11:00:00,Pune,117,4,21,F,Explosives,Other Crime,10,Yes,19-05-2023 17:00,3,20,11
28172,2023-03-20 21:00:00,03-19-2023 19:00,2023-03-20 10:30:00,Lucknow,556,11,79,X,Blunt Object,Violent Crime,14,Yes,11-06-2023 21:00,3,20,10
28177,2023-03-22 23:00:00,03-20-2023 00:00,2023-03-20 04:06:00,Delhi,384,14,38,X,Firearm,Other Crime,9,Yes,20-04-2023 23:00,3,22,4
28178,2023-03-22 00:00:00,03-20-2023 01:00,2023-03-20 11:51:00,Kolkata,324,19,64,M,Poison,Other Crime,18,Yes,13-05-2023 00:00,3,22,11
28179,2023-03-20 05:00:00,03-20-2023 02:00,2023-03-20 19:12:00,Jaipur,310,4,47,X,Firearm,Other Crime,3,Yes,10-04-2023 05:00,3,20,19
28183,2023-03-20 19:00:00,03-20-2023 06:00,2023-03-21 05:21:00,Mumbai,273,10,18,F,Firearm,Other Crime,3,Yes,18-03-2025 19:00,3,20,5
28185,2023-03-20 19:00:00,03-20-2023 08:00,2023-03-21 05:12:00,Faridabad,575,8,34,X,Other,Fire Accident,4,Yes,15-04-2023 19:00,3,20,5
28188,2023-03-21 10:00:00,03-20-2023 11:00,2023-03-20 23:42:00,Chennai,225,20,15,M,Other,Violent Crime,10,Yes,01-06-2023 10:00,3,21,23
28189,2023-03-22 21:00:00,03-20-2023 12:00,2023-03-21 04:25:00,Hyderabad,369,14,19,F,Knife,Other Crime,13,Yes,09-04-2023 21:00,3,22,4
28192,2023-03-21 22:00:00,03-20-2023 15:00,2023-03-21 10:49:00,Bangalore,148,0,23,F,Poison,Fire Accident,9,Yes,31-03-2023 22:00,3,21,10
28193,2023-03-23 10:00:00,03-20-2023 16:00,2023-03-21 04:03:00,Jaipur,129,8,30,F,Explosives,Fire Accident,5,Yes,25-05-2023 10:00,3,23,4
28194,2023-03-23 13:00:00,03-20-2023 17:00,2023-03-20 18:07:00,Delhi,423,15,34,X,Poison,Violent Crime,8,Yes,03-08-2023 13:00,3,23,18
28195,2023-03-22 23:00:00,03-20-2023 18:00,2023-03-21 13:34:00,Faridabad,393,1,48,X,Poison,Violent Crime,16,Yes,08-05-2023 23:00,3,22,13
28196,2023-03-21 21:00:00,03-20-2023 19:00,2023-03-20 22:27:00,Kolkata,168,6,41,M,Firearm,Other Crime,15,Yes,12-05-2023 21:00,3,21,22
28198,2023-03-21 15:00:00,03-20-2023 21:00,2023-03-21 12:20:00,Kolkata,231,13,75,M,Poison,Other Crime,6,Yes,24-04-2023 15:00,3,21,12
28203,2023-03-22 14:00:00,03-21-2023 02:00,2023-03-21 19:09:00,Hyderabad,375,1,25,F,Poison,Violent Crime,10,Yes,05-05-2023 14:00,3,22,19
28204,2023-03-23 19:00:00,03-21-2023 03:00,2023-03-21 06:25:00,Mumbai,578,8,75,X,Other,Fire Accident,9,Yes,08-06-2023 19:00,3,23,6
28207,2023-03-22 06:00:00,03-21-2023 06:00,2023-03-22 02:22:00,Bangalore,564,0,32,M,Blunt Object,Fire Accident,7,Yes,26-04-2023 06:00,3,22,2
28208,2023-03-23 07:00:00,03-21-2023 07:00,2023-03-22 00:12:00,Bangalore,395,20,31,F,Knife,Violent Crime,9,Yes,23-05-2023 07:00,3,23,0
28210,2023-03-21 16:00:00,03-21-2023 09:00,2023-03-21 23:19:00,Bangalore,258,10,54,X,Blunt Object,Other Crime,16,Yes,05-10-2024 16:00,3,21,23
28213,2023-03-24 08:00:00,03-21-2023 12:00,2023-03-21 15:35:00,Delhi,229,6,65,X,Knife,Other Crime,13,Yes,25-05-2023 08:00,3,24,15
28214,2023-03-22 06:00:00,03-21-2023 13:00,2023-03-21 18:14:00,Delhi,538,6,30,X,Firearm,Other Crime,15,Yes,09-04-2023 06:00,3,22,18
28215,2023-03-24 06:00:00,03-21-2023 14:00,2023-03-21 16:16:00,Delhi,102,12,10,F,Knife,Other Crime,6,Yes,24-05-2023 06:00,3,24,16
28221,2023-03-24 10:00:00,03-21-2023 20:00,2023-03-22 00:20:00,Ghaziabad,345,15,18,X,Other,Violent Crime,18,Yes,07-08-2023 10:00,3,24,0
28222,2023-03-22 07:00:00,03-21-2023 21:00,2023-03-22 11:36:00,Bangalore,482,11,20,X,Other,Violent Crime,10,Yes,02-06-2023 07:00,3,22,11
28224,2023-03-24 01:00:00,03-21-2023 23:00,2023-03-22 08:50:00,Pune,115,12,44,X,Firearm,Other Crime,4,Yes,25-05-2023 01:00,3,24,8
28225,2023-03-24 01:00:00,03-22-2023 00:00,2023-03-22 19:31:00,Patna,200,4,16,M,Poison,Other Crime,13,Yes,09-06-2023 01:00,3,24,19
28227,2023-03-22 12:00:00,03-22-2023 02:00,2023-03-23 00:14:00,Bangalore,300,2,58,M,Other,Other Crime,11,Yes,02-09-2023 12:00,3,22,0
28232,2023-03-25 01:00:00,03-22-2023 07:00,2023-03-22 22:01:00,Pune,438,19,57,X,Poison,Other Crime,5,Yes,29-05-2023 01:00,3,25,22
28233,2023-03-25 01:00:00,03-22-2023 08:00,2023-03-22 15:46:00,Delhi,432,10,68,F,Other,Other Crime,11,Yes,06-07-2024 01:00,3,25,15
28234,2023-03-24 09:00:00,03-22-2023 09:00,2023-03-22 15:54:00,Vasai,492,10,78,F,Knife,Other Crime,13,Yes,15-12-2023 09:00,3,24,15
28236,2023-03-25 10:00:00,03-22-2023 11:00,2023-03-23 01:34:00,Delhi,413,5,29,F,Knife,Violent Crime,11,Yes,21-05-2023 10:00,3,25,1
28239,2023-03-23 11:00:00,03-22-2023 14:00,2023-03-22 20:37:00,Ahmedabad,498,14,75,X,Blunt Object,Other Crime,17,Yes,03-04-2023 11:00,3,23,20
28240,2023-03-25 05:00:00,03-22-2023 15:00,2023-03-22 19:31:00,Ahmedabad,524,18,27,X,Blunt Object,Traffic Fatality,8,Yes,04-04-2023 05:00,3,25,19
28243,2023-03-25 17:00:00,03-22-2023 18:00,2023-03-22 19:34:00,Jaipur,542,7,30,M,Explosives,Other Crime,4,Yes,11-04-2023 17:00,3,25,19
28244,2023-03-24 11:00:00,03-22-2023 19:00,2023-03-23 01:50:00,Ahmedabad,290,17,29,M,Knife,Other Crime,12,Yes,04-05-2023 11:00,3,24,1
28245,2023-03-24 00:00:00,03-22-2023 20:00,2023-03-23 07:05:00,Bangalore,529,9,29,F,Knife,Other Crime,1,Yes,01-05-2023 00:00,3,24,7
28247,2023-03-25 02:00:00,03-22-2023 22:00,2023-03-23 06:32:00,Ludhiana,466,4,59,X,Other,Other Crime,1,Yes,07-05-2023 02:00,3,25,6
28248,2023-03-24 00:00:00,03-22-2023 23:00,2023-03-23 13:36:00,Delhi,366,10,68,X,Blunt Object,Other Crime,3,Yes,29-07-2024 00:00,3,24,13
28249,2023-03-25 16:00:00,03-23-2023 00:00,2023-03-23 05:16:00,Patna,102,20,53,X,Knife,Violent Crime,13,Yes,03-05-2023 16:00,3,25,5
28251,2023-03-23 05:00:00,03-23-2023 02:00,2023-03-23 06:58:00,Kanpur,409,14,49,F,Explosives,Other Crime,18,Yes,08-04-2023 05:00,3,23,6
28254,2023-03-24 03:00:00,03-23-2023 05:00,2023-03-23 22:36:00,Jaipur,441,17,44,M,Explosives,Other Crime,18,Yes,14-05-2023 03:00,3,24,22
28258,2023-03-26 04:00:00,03-23-2023 09:00,2023-03-24 03:22:00,Thane,200,2,77,F,Explosives,Other Crime,5,Yes,17-07-2023 04:00,3,26,3
28259,2023-03-24 15:00:00,03-23-2023 10:00,2023-03-24 05:30:00,Thane,581,9,34,X,Firearm,Other Crime,6,Yes,27-05-2023 15:00,3,24,5
28262,2023-03-24 14:00:00,03-23-2023 13:00,2023-03-23 18:10:00,Bangalore,565,5,40,F,Knife,Violent Crime,14,Yes,22-05-2023 14:00,3,24,18
28264,2023-03-25 03:00:00,03-23-2023 15:00,2023-03-23 18:17:00,Hyderabad,485,1,72,M,Explosives,Violent Crime,2,Yes,13-05-2023 03:00,3,25,18
28265,2023-03-24 13:00:00,03-23-2023 16:00,2023-03-23 19:26:00,Bangalore,210,19,60,X,Explosives,Other Crime,6,Yes,10-04-2023 13:00,3,24,19
28267,2023-03-24 00:00:00,03-23-2023 18:00,2023-03-24 10:18:00,Agra,336,14,10,X,Poison,Other Crime,7,Yes,20-04-2023 00:00,3,24,10
28268,2023-03-24 02:00:00,03-23-2023 19:00,2023-03-24 13:20:00,Pune,416,9,25,M,Other,Other Crime,1,Yes,11-05-2023 02:00,3,24,13
28271,2023-03-26 05:00:00,03-23-2023 22:00,2023-03-24 21:52:00,Visakhapatnam,547,15,37,X,Knife,Violent Crime,1,Yes,30-04-2023 05:00,3,26,21
28272,2023-03-26 01:00:00,03-23-2023 23:00,2023-03-24 17:32:00,Pune,249,17,35,F,Explosives,Other Crime,1,Yes,18-04-2023 01:00,3,26,17
28273,2023-03-26 12:00:00,03-24-2023 00:00,2023-03-24 19:08:00,Patna,530,18,24,F,Blunt Object,Traffic Fatality,13,Yes,17-04-2023 12:00,3,26,19
28275,2023-03-24 12:00:00,03-24-2023 02:00,2023-03-24 08:12:00,Mumbai,370,2,77,F,Knife,Other Crime,18,Yes,20-05-2023 12:00,3,24,8
28276,2023-03-24 18:00:00,03-24-2023 03:00,2023-03-24 22:20:00,Pune,554,6,76,M,Other,Other Crime,4,Yes,03-05-2023 18:00,3,24,22
28279,2023-03-24 19:00:00,03-24-2023 06:00,2023-03-25 03:36:00,Hyderabad,297,11,71,M,Firearm,Violent Crime,5,Yes,26-04-2023 19:00,3,24,3
28281,2023-03-24 20:00:00,03-24-2023 08:00,2023-03-24 20:34:00,Bhopal,282,3,15,M,Other,Other Crime,3,Yes,26-05-2023 20:00,3,24,20
28284,2023-03-25 10:00:00,03-24-2023 11:00,2023-03-24 19:11:00,Delhi,464,1,70,M,Knife,Violent Crime,18,Yes,03-05-2023 10:00,3,25,19
28286,2023-03-25 07:00:00,03-24-2023 13:00,2023-03-24 18:47:00,Hyderabad,502,19,19,F,Firearm,Other Crime,4,Yes,29-05-2023 07:00,3,25,18
28287,2023-03-25 13:00:00,03-24-2023 14:00,2023-03-25 12:38:00,Pune,435,14,67,M,Other,Other Crime,10,Yes,08-04-2023 13:00,3,25,12
28288,2023-03-27 03:00:00,03-24-2023 15:00,2023-03-24 18:23:00,Vasai,572,10,68,M,Blunt Object,Other Crime,17,Yes,19-11-2024 03:00,3,27,18
28289,2023-03-25 12:00:00,03-24-2023 16:00,2023-03-25 11:45:00,Kanpur,227,1,61,F,Firearm,Violent Crime,13,Yes,26-04-2023 12:00,3,25,11
28291,2023-03-26 07:00:00,03-24-2023 18:00,2023-03-25 09:02:00,Kanpur,382,10,50,X,Other,Other Crime,2,Yes,01-01-2024 07:00,3,26,9
28294,2023-03-27 18:00:00,03-24-2023 21:00,2023-03-25 12:32:00,Bangalore,251,7,34,M,Blunt Object,Other Crime,19,Yes,17-05-2023 18:00,3,27,12
28297,2023-03-26 06:00:00,03-25-2023 00:00,2023-03-25 16:58:00,Thane,330,3,76,X,Firearm,Other Crime,15,Yes,02-04-2023 06:00,3,26,16
28298,2023-03-25 19:00:00,03-25-2023 01:00,2023-03-25 03:06:00,Mumbai,409,6,76,X,Blunt Object,Other Crime,13,Yes,01-05-2023 19:00,3,25,3
28303,2023-03-27 06:00:00,03-25-2023 06:00,2023-03-25 23:47:00,Delhi,223,17,71,F,Blunt Object,Other Crime,1,Yes,04-04-2023 06:00,3,27,23
28306,2023-03-28 08:00:00,03-25-2023 09:00,2023-03-25 15:21:00,Bangalore,414,14,33,X,Blunt Object,Other Crime,2,Yes,10-04-2023 08:00,3,28,15
28307,2023-03-25 11:00:00,03-25-2023 10:00,2023-03-25 20:04:00,Pune,120,1,61,M,Firearm,Violent Crime,13,Yes,14-05-2023 11:00,3,25,20
28308,2023-03-27 03:00:00,03-25-2023 11:00,2023-03-25 11:59:00,Hyderabad,375,7,21,M,Knife,Other Crime,8,Yes,01-06-2023 03:00,3,27,11
28310,2023-03-27 22:00:00,03-25-2023 13:00,2023-03-26 06:38:00,Pune,125,3,60,X,Knife,Other Crime,13,Yes,21-05-2023 22:00,3,27,6
28312,2023-03-27 11:00:00,03-25-2023 15:00,2023-03-25 22:13:00,Ludhiana,254,9,64,F,Blunt Object,Other Crime,19,Yes,13-05-2023 11:00,3,27,22
28314,2023-03-28 14:00:00,03-25-2023 17:00,2023-03-26 01:36:00,Delhi,572,6,66,M,Firearm,Other Crime,6,Yes,04-04-2023 14:00,3,28,1
28318,2023-03-25 22:00:00,03-25-2023 21:00,2023-03-26 08:22:00,Lucknow,588,11,17,M,Poison,Violent Crime,8,Yes,24-04-2023 22:00,3,25,8
28319,2023-03-27 21:00:00,03-25-2023 22:00,2023-03-26 11:58:00,Mumbai,496,16,30,F,Firearm,Violent Crime,2,Yes,10-03-2024 21:00,3,27,11
28321,2023-03-26 11:00:00,03-26-2023 00:00,2023-03-26 05:07:00,Bangalore,599,7,68,M,Other,Other Crime,9,Yes,17-04-2023 11:00,3,26,5
28323,2023-03-27 21:00:00,03-26-2023 02:00,2023-03-26 21:02:00,Ahmedabad,385,2,14,M,Firearm,Other Crime,18,Yes,22-07-2023 21:00,3,27,21
28324,2023-03-29 00:00:00,03-26-2023 03:00,2023-03-26 15:33:00,Lucknow,311,0,10,F,Knife,Fire Accident,5,Yes,18-04-2023 00:00,3,29,15
28325,2023-03-27 17:00:00,03-26-2023 04:00,2023-03-26 17:57:00,Mumbai,506,14,50,M,Explosives,Other Crime,17,Yes,11-04-2023 17:00,3,27,17
28326,2023-03-28 19:00:00,03-26-2023 05:00,2023-03-26 12:38:00,Jaipur,594,18,55,F,Poison,Traffic Fatality,18,Yes,21-04-2023 19:00,3,28,12
28331,2023-03-28 08:00:00,03-26-2023 10:00,2023-03-26 13:04:00,Pune,475,3,43,F,Firearm,Other Crime,5,Yes,08-04-2023 08:00,3,28,13
28332,2023-03-27 03:00:00,03-26-2023 11:00,2023-03-26 17:04:00,Surat,138,14,28,F,Knife,Other Crime,11,Yes,19-04-2023 03:00,3,27,17
28333,2023-03-27 16:00:00,03-26-2023 12:00,2023-03-27 00:08:00,Kanpur,555,5,11,M,Poison,Violent Crime,6,Yes,07-05-2023 16:00,3,27,0
28339,2023-03-29 00:00:00,03-26-2023 18:00,2023-03-27 13:57:00,Surat,328,15,32,X,Other,Violent Crime,1,Yes,26-06-2023 00:00,3,29,13
28341,2023-03-27 01:00:00,03-26-2023 20:00,2023-03-26 21:57:00,Mumbai,303,6,26,M,Other,Other Crime,12,Yes,31-05-2023 01:00,3,27,21
28342,2023-03-27 20:00:00,03-26-2023 21:00,2023-03-27 14:43:00,Mumbai,424,0,39,F,Poison,Fire Accident,7,Yes,23-05-2023 20:00,3,27,14
28343,2023-03-29 16:00:00,03-26-2023 22:00,2023-03-27 20:29:00,Kanpur,502,9,76,F,Firearm,Other Crime,9,Yes,08-05-2023 16:00,3,29,20
28344,2023-03-27 20:00:00,03-26-2023 23:00,2023-03-27 08:45:00,Kalyan,138,6,25,F,Firearm,Other Crime,12,Yes,25-04-2023 20:00,3,27,8
28345,2023-03-28 05:00:00,03-27-2023 00:00,2023-03-27 04:10:00,Ghaziabad,455,7,66,F,Poison,Other Crime,9,Yes,25-06-2023 05:00,3,28,4
28352,2023-03-28 21:00:00,03-27-2023 07:00,2023-03-27 13:23:00,Vasai,226,15,21,M,Blunt Object,Violent Crime,2,Yes,02-06-2023 21:00,3,28,13
28354,2023-03-27 23:00:00,03-27-2023 09:00,2023-03-27 18:15:00,Nagpur,148,3,27,F,Firearm,Other Crime,7,Yes,07-05-2023 23:00,3,27,18
28355,2023-03-29 10:00:00,03-27-2023 10:00,2023-03-28 07:03:00,Kanpur,591,17,23,M,Knife,Other Crime,14,Yes,04-05-2023 10:00,3,29,7
28356,2023-03-30 04:00:00,03-27-2023 11:00,2023-03-27 17:54:00,Ludhiana,392,3,35,M,Explosives,Other Crime,16,Yes,27-06-2023 04:00,3,30,17
28359,2023-03-29 14:00:00,03-27-2023 14:00,2023-03-28 02:16:00,Kolkata,531,14,30,F,Blunt Object,Other Crime,17,Yes,31-03-2023 14:00,3,29,2
28362,2023-03-28 18:00:00,03-27-2023 17:00,2023-03-27 19:25:00,Delhi,135,1,57,M,Poison,Violent Crime,2,Yes,28-04-2023 18:00,3,28,19
28363,2023-03-28 05:00:00,03-27-2023 18:00,2023-03-27 23:16:00,Ahmedabad,285,7,48,M,Poison,Other Crime,15,Yes,31-05-2023 05:00,3,28,23
28366,2023-03-28 18:00:00,03-27-2023 21:00,2023-03-28 03:50:00,Ahmedabad,195,3,64,X,Firearm,Other Crime,5,Yes,26-05-2023 18:00,3,28,3
28377,2023-03-29 09:00:00,03-28-2023 08:00,2023-03-28 19:14:00,Ahmedabad,360,8,19,M,Firearm,Fire Accident,15,Yes,21-05-2023 09:00,3,29,19
28378,2023-03-30 17:00:00,03-28-2023 09:00,2023-03-28 20:58:00,Pune,301,7,43,F,Blunt Object,Other Crime,10,Yes,20-05-2023 17:00,3,30,20
28380,2023-03-29 13:00:00,03-28-2023 11:00,2023-03-28 12:39:00,Chennai,255,2,66,X,Blunt Object,Other Crime,18,Yes,30-05-2023 13:00,3,29,12
28381,2023-03-29 01:00:00,03-28-2023 12:00,2023-03-28 21:41:00,Delhi,302,4,11,X,Firearm,Other Crime,7,Yes,04-06-2023 01:00,3,29,21
28383,2023-03-30 20:00:00,03-28-2023 14:00,2023-03-28 22:52:00,Nagpur,292,1,53,M,Knife,Violent Crime,8,Yes,24-05-2023 20:00,3,30,22
28385,2023-03-29 03:00:00,03-28-2023 16:00,2023-03-28 20:45:00,Delhi,242,12,73,F,Poison,Other Crime,4,Yes,26-06-2023 03:00,3,29,20
28386,2023-03-29 01:00:00,03-28-2023 17:00,2023-03-29 02:24:00,Hyderabad,205,4,48,F,Firearm,Other Crime,16,Yes,15-04-2023 01:00,3,29,2
28388,2023-03-31 14:00:00,03-28-2023 19:00,2023-03-29 07:48:00,Bangalore,554,19,60,X,Poison,Other Crime,2,Yes,21-04-2023 14:00,3,31,7
28390,2023-03-31 15:00:00,03-28-2023 21:00,2023-03-29 11:50:00,Chennai,360,1,11,X,Blunt Object,Violent Crime,7,Yes,15-05-2023 15:00,3,31,11
28391,2023-03-30 19:00:00,03-28-2023 22:00,2023-03-29 01:59:00,Delhi,102,13,31,X,Firearm,Other Crime,16,Yes,17-04-2023 19:00,3,30,1
28395,2023-03-30 19:00:00,03-29-2023 02:00,2023-03-29 11:41:00,Kanpur,123,11,19,F,Firearm,Violent Crime,17,Yes,17-06-2023 19:00,3,30,11
28396,2023-03-31 02:00:00,03-29-2023 03:00,2023-03-29 08:24:00,Surat,582,0,29,F,Blunt Object,Fire Accident,7,Yes,29-04-2023 02:00,3,31,8
28397,2023-03-31 13:00:00,03-29-2023 04:00,2023-03-29 07:59:00,Vasai,318,12,34,X,Poison,Other Crime,1,Yes,27-04-2023 13:00,3,31,7
28401,2023-04-01 01:00:00,03-29-2023 08:00,2023-03-29 09:21:00,Indore,117,9,43,M,Poison,Other Crime,2,Yes,21-05-2023 01:00,4,1,9
28403,2023-03-30 06:00:00,03-29-2023 10:00,2023-03-29 17:50:00,Bangalore,389,0,24,F,Other,Fire Accident,14,Yes,04-06-2023 06:00,3,30,17
28404,2023-03-29 23:00:00,03-29-2023 11:00,2023-03-29 22:45:00,Hyderabad,577,11,40,X,Explosives,Violent Crime,16,Yes,19-06-2023 23:00,3,29,22
28406,2023-03-30 18:00:00,03-29-2023 13:00,2023-03-29 21:36:00,Kanpur,529,1,47,M,Other,Violent Crime,19,Yes,14-05-2023 18:00,3,30,21
28410,2023-03-30 09:00:00,03-29-2023 17:00,2023-03-30 02:54:00,Delhi,218,13,48,X,Blunt Object,Other Crime,5,Yes,17-05-2023 09:00,3,30,2
