Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour,Latitude,Longitude
37535,2024-04-13 09:00:00,04-12-2024 22:00,2024-04-13 02:43:00,Visakhapatnam,511,16,25,F,Poison,Violent Crime,17,Yes,16-03-2026 09:00,4,13,2,17.6935526,83.2921297
37537,2024-04-15 12:00:00,04-13-2024 00:00,2024-04-13 00:24:00,Thane,588,7,65,F,Knife,Other Crime,3,Yes,10-05-2024 12:00,4,15,0,19.3653598,73.3685437
37540,2024-04-15 12:00:00,04-13-2024 03:00,2024-04-13 11:42:00,Bangalore,156,1,15,F,Poison,Violent Crime,18,Yes,06-06-2024 12:00,4,15,11,12.9767936,77.590082
37542,2024-04-13 21:00:00,04-13-2024 05:00,2024-04-13 16:46:00,Mumbai,229,20,23,F,Poison,Violent Crime,4,Yes,09-05-2024 21:00,4,13,16,19.054999,72.8692035
37545,2024-04-15 04:00:00,04-13-2024 08:00,2024-04-13 12:20:00,Chennai,509,8,42,F,Blunt Object,Fire Accident,14,Yes,16-06-2024 04:00,4,15,12,13.0836939,80.270186
37548,2024-04-16 02:00:00,04-13-2024 11:00,2024-04-13 12:30:00,Delhi,303,3,75,F,Poison,Other Crime,2,Yes,14-07-2024 02:00,4,16,12,28.6138954,77.2090057
37549,2024-04-14 08:00:00,04-13-2024 12:00,2024-04-13 18:21:00,Jaipur,371,2,15,F,Explosives,Other Crime,2,Yes,09-07-2024 08:00,4,14,18,26.9154576,75.8189817
37550,2024-04-14 07:00:00,04-13-2024 13:00,2024-04-14 06:18:00,Delhi,426,18,19,F,Blunt Object,Traffic Fatality,18,Yes,29-04-2024 07:00,4,14,6,28.6138954,77.2090057
37551,2024-04-14 05:00:00,04-13-2024 14:00,2024-04-14 07:16:00,Ahmedabad,194,2,45,M,Knife,Other Crime,14,Yes,26-08-2024 05:00,4,14,7,23.0215374,72.5800568
37553,2024-04-14 15:00:00,04-13-2024 16:00,2024-04-13 16:45:00,Pune,318,1,40,F,Blunt Object,Violent Crime,4,Yes,28-05-2024 15:00,4,14,16,18.5213738,73.8545071
37554,2024-04-13 18:00:00,04-13-2024 17:00,2024-04-13 18:05:00,Mumbai,478,14,63,M,Firearm,Other Crime,3,Yes,04-05-2024 18:00,4,13,18,19.054999,72.8692035
37555,2024-04-15 02:00:00,04-13-2024 18:00,2024-04-13 18:51:00,Mumbai,447,20,21,F,Knife,Violent Crime,5,Yes,09-05-2024 02:00,4,15,18,19.054999,72.8692035
37556,2024-04-16 05:00:00,04-13-2024 19:00,2024-04-14 02:13:00,Hyderabad,199,8,16,M,Other,Fire Accident,14,Yes,28-06-2024 05:00,4,16,2,17.360589,78.4740613
37560,2024-04-14 09:00:00,04-13-2024 23:00,2024-04-14 22:22:00,Mumbai,452,17,76,M,Knife,Other Crime,6,Yes,20-06-2024 09:00,4,14,22,19.054999,72.8692035
37566,2024-04-17 04:00:00,04-14-2024 05:00,2024-04-14 07:12:00,Ahmedabad,279,3,71,F,Poison,Other Crime,10,Yes,14-06-2024 04:00,4,17,7,23.0215374,72.5800568
37567,2024-04-15 12:00:00,04-14-2024 06:00,2024-04-15 01:29:00,Kolkata,495,5,75,M,Blunt Object,Violent Crime,17,Yes,02-07-2024 12:00,4,15,1,22.5726459,88.3638953
37569,2024-04-14 12:00:00,04-14-2024 08:00,2024-04-14 19:56:00,Jaipur,205,11,48,F,Knife,Violent Crime,9,Yes,01-06-2024 12:00,4,14,19,26.9154576,75.8189817
37570,2024-04-16 05:00:00,04-14-2024 09:00,2024-04-14 17:07:00,Kolkata,447,3,24,F,Firearm,Other Crime,16,Yes,02-06-2024 05:00,4,16,17,22.5726459,88.3638953
37573,2024-04-16 05:00:00,04-14-2024 12:00,2024-04-14 16:01:00,Thane,226,19,38,F,Other,Other Crime,2,Yes,28-06-2024 05:00,4,16,16,19.3653598,73.3685437
37580,2024-04-16 09:00:00,04-14-2024 19:00,2024-04-14 22:36:00,Bangalore,329,16,79,F,Poison,Violent Crime,2,Yes,13-04-2025 09:00,4,16,22,12.9767936,77.590082
37585,2024-04-17 21:00:00,04-15-2024 00:00,2024-04-15 14:46:00,Kolkata,589,2,29,F,Other,Other Crime,1,Yes,10-07-2024 21:00,4,17,14,22.5726459,88.3638953
37587,2024-04-15 08:00:00,04-15-2024 02:00,2024-04-15 08:44:00,Delhi,229,15,54,F,Other,Violent Crime,16,Yes,28-09-2024 08:00,4,15,8,28.6138954,77.2090057
37588,2024-04-16 23:00:00,04-15-2024 03:00,2024-04-15 16:58:00,Chennai,385,7,53,M,Blunt Object,Other Crime,9,Yes,05-05-2024 23:00,4,16,16,13.0836939,80.270186
37593,2024-04-18 06:00:00,04-15-2024 08:00,2024-04-15 08:17:00,Kolkata,452,16,73,F,Firearm,Violent Crime,6,Yes,16-09-2025 06:00,4,18,8,22.5726459,88.3638953
37595,2024-04-17 13:00:00,04-15-2024 10:00,2024-04-16 07:45:00,Nagpur,299,18,44,M,Firearm,Traffic Fatality,17,Yes,28-04-2024 13:00,4,17,7,21.1498134,79.0820556
37597,2024-04-17 12:00:00,04-15-2024 12:00,2024-04-15 20:07:00,Patna,426,7,57,F,Other,Other Crime,6,Yes,27-05-2024 12:00,4,17,20,25.6093239,85.1235252
37609,2024-04-17 12:00:00,04-16-2024 00:00,2024-04-16 23:49:00,Pune,312,6,24,F,Poison,Other Crime,18,Yes,17-06-2024 12:00,4,17,23,18.5213738,73.8545071
37610,2024-04-18 16:00:00,04-16-2024 01:00,2024-04-16 19:41:00,Bangalore,531,3,73,M,Firearm,Other Crime,2,Yes,22-06-2024 16:00,4,18,19,12.9767936,77.590082
37613,2024-04-17 01:00:00,04-16-2024 04:00,2024-04-16 15:31:00,Bangalore,171,3,55,F,Firearm,Other Crime,19,Yes,02-06-2024 01:00,4,17,15,12.9767936,77.590082
37614,2024-04-16 14:00:00,04-16-2024 05:00,2024-04-16 20:39:00,Kolkata,210,17,65,M,Other,Other Crime,5,Yes,18-05-2024 14:00,4,16,20,22.5726459,88.3638953
37615,2024-04-16 17:00:00,04-16-2024 06:00,2024-04-17 00:47:00,Jaipur,141,5,46,F,Other,Violent Crime,18,Yes,16-05-2024 17:00,4,16,0,26.9154576,75.8189817
37617,2024-04-17 23:00:00,04-16-2024 08:00,2024-04-16 21:38:00,Delhi,318,20,53,M,Explosives,Violent Crime,8,Yes,11-05-2024 23:00,4,17,21,28.6138954,77.2090057
37622,2024-04-17 14:00:00,04-16-2024 13:00,2024-04-16 20:17:00,Kalyan,127,4,54,M,Knife,Other Crime,6,Yes,04-07-2024 14:00,4,17,20,19.2396742,73.1366482
37623,2024-04-17 13:00:00,04-16-2024 14:00,2024-04-16 17:24:00,Kolkata,196,5,45,F,Other,Violent Crime,17,Yes,01-07-2024 13:00,4,17,17,22.5726459,88.3638953
37625,2024-04-19 02:00:00,04-16-2024 16:00,2024-04-16 16:46:00,Patna,227,17,10,F,Explosives,Other Crime,4,Yes,26-04-2024 02:00,4,19,16,25.6093239,85.1235252
37627,2024-04-16 21:00:00,04-16-2024 18:00,2024-04-17 14:28:00,Nagpur,390,10,46,F,Knife,Other Crime,13,Yes,03-08-2025 21:00,4,16,14,21.1498134,79.0820556
37628,2024-04-19 07:00:00,04-16-2024 19:00,2024-04-16 22:00:00,Delhi,567,17,39,F,Explosives,Other Crime,5,Yes,18-05-2024 07:00,4,19,22,28.6138954,77.2090057
37631,2024-04-19 20:00:00,04-16-2024 22:00,2024-04-17 15:39:00,Srinagar,398,1,74,M,Blunt Object,Violent Crime,8,Yes,09-05-2024 20:00,4,19,15,34.0747444,74.8204443
37632,2024-04-17 04:00:00,04-16-2024 23:00,2024-04-17 01:22:00,Ludhiana,340,13,56,F,Knife,Other Crime,6,Yes,13-06-2024 04:00,4,17,1,30.9090157,75.851601
37636,2024-04-17 20:00:00,04-17-2024 03:00,2024-04-18 02:00:00,Faridabad,442,0,16,M,Poison,Fire Accident,5,Yes,27-05-2024 20:00,4,17,2,28.4031478,77.3105561
37638,2024-04-17 20:00:00,04-17-2024 05:00,2024-04-17 23:57:00,Pune,388,3,13,F,Poison,Other Crime,14,Yes,12-06-2024 20:00,4,17,23,18.5213738,73.8545071
37640,2024-04-19 21:00:00,04-17-2024 07:00,2024-04-17 16:01:00,Delhi,589,3,66,M,Knife,Other Crime,11,Yes,21-05-2024 21:00,4,19,16,28.6138954,77.2090057
37642,2024-04-18 13:00:00,04-17-2024 09:00,2024-04-17 09:32:00,Kolkata,309,12,68,F,Firearm,Other Crime,12,Yes,02-05-2024 13:00,4,18,9,22.5726459,88.3638953
37643,2024-04-17 20:00:00,04-17-2024 10:00,2024-04-18 03:47:00,Lucknow,567,15,46,F,Blunt Object,Violent Crime,19,Yes,12-10-2024 20:00,4,17,3,26.8381,80.9346001
37645,2024-04-19 14:00:00,04-17-2024 12:00,2024-04-17 23:24:00,Kolkata,324,4,58,F,Other,Other Crime,13,Yes,08-07-2024 14:00,4,19,23,22.5726459,88.3638953
37649,2024-04-19 02:00:00,04-17-2024 16:00,2024-04-18 12:42:00,Delhi,550,10,55,M,Blunt Object,Other Crime,4,Yes,26-03-2025 02:00,4,19,12,28.6138954,77.2090057
37651,2024-04-17 19:00:00,04-17-2024 18:00,2024-04-18 00:21:00,Pune,119,11,37,F,Other,Violent Crime,1,Yes,10-06-2024 19:00,4,17,0,18.5213738,73.8545071
37652,2024-04-19 06:00:00,04-17-2024 19:00,2024-04-18 01:51:00,Hyderabad,102,3,74,F,Other,Other Crime,4,Yes,07-05-2024 06:00,4,19,1,17.360589,78.4740613
37656,2024-04-18 23:00:00,04-17-2024 23:00,2024-04-18 21:05:00,Delhi,396,14,77,M,Poison,Other Crime,8,Yes,14-05-2024 23:00,4,18,21,28.6138954,77.2090057
37658,2024-04-19 11:00:00,04-18-2024 01:00,2024-04-18 10:01:00,Ludhiana,423,9,28,M,Firearm,Other Crime,7,Yes,23-05-2024 11:00,4,19,10,30.9090157,75.851601
37662,2024-04-18 12:00:00,04-18-2024 05:00,2024-04-18 07:18:00,Delhi,298,14,23,F,Other,Other Crime,3,Yes,05-05-2024 12:00,4,18,7,28.6138954,77.2090057
37665,2024-04-19 07:00:00,04-18-2024 08:00,2024-04-18 09:26:00,Agra,190,2,10,M,Poison,Other Crime,9,Yes,11-06-2024 07:00,4,19,9,27.1752554,78.0098161
37669,2024-04-19 23:00:00,04-18-2024 12:00,2024-04-19 03:34:00,Mumbai,512,15,66,F,Blunt Object,Violent Crime,19,Yes,02-06-2024 23:00,4,19,3,19.054999,72.8692035
37670,2024-04-19 16:00:00,04-18-2024 13:00,2024-04-19 00:17:00,Indore,543,19,22,F,Explosives,Other Crime,14,Yes,27-05-2024 16:00,4,19,0,22.7203616,75.8681996
37671,2024-04-18 15:00:00,04-18-2024 14:00,2024-04-19 13:02:00,Kanpur,492,0,66,F,Firearm,Fire Accident,11,Yes,19-05-2024 15:00,4,18,13,26.4609135,80.3217588
37672,2024-04-20 04:00:00,04-18-2024 15:00,2024-04-19 01:16:00,Jaipur,541,0,18,M,Explosives,Fire Accident,14,Yes,16-07-2024 04:00,4,20,1,26.9154576,75.8189817
37674,2024-04-19 19:00:00,04-18-2024 17:00,2024-04-18 17:20:00,Patna,497,15,11,F,Firearm,Violent Crime,9,Yes,15-07-2024 19:00,4,19,17,25.6093239,85.1235252
37676,2024-04-19 15:00:00,04-18-2024 19:00,2024-04-19 05:27:00,Ahmedabad,251,12,76,F,Explosives,Other Crime,9,Yes,14-06-2024 15:00,4,19,5,23.0215374,72.5800568
37678,2024-04-20 06:00:00,04-18-2024 21:00,2024-04-18 23:32:00,Delhi,288,20,23,F,Poison,Violent Crime,6,Yes,26-06-2024 06:00,4,20,23,28.6138954,77.2090057
37679,2024-04-20 02:00:00,04-18-2024 22:00,2024-04-19 04:10:00,Jaipur,188,3,70,M,Knife,Other Crime,10,Yes,23-06-2024 02:00,4,20,4,26.9154576,75.8189817
37680,2024-04-20 23:00:00,04-18-2024 23:00,2024-04-19 16:59:00,Jaipur,338,7,41,M,Knife,Other Crime,13,Yes,17-06-2024 23:00,4,20,16,26.9154576,75.8189817
37681,2024-04-19 19:00:00,04-19-2024 00:00,2024-04-19 03:21:00,Hyderabad,372,14,58,F,Blunt Object,Other Crime,18,Yes,09-05-2024 19:00,4,19,3,17.360589,78.4740613
37682,2024-04-21 06:00:00,04-19-2024 01:00,2024-04-19 02:44:00,Nagpur,136,15,51,F,Poison,Violent Crime,7,Yes,08-10-2024 06:00,4,21,2,21.1498134,79.0820556
37685,2024-04-21 13:00:00,04-19-2024 04:00,2024-04-19 17:02:00,Chennai,145,10,66,F,Knife,Other Crime,18,Yes,11-01-2025 13:00,4,21,17,13.0836939,80.270186
37687,2024-04-20 17:00:00,04-19-2024 06:00,2024-04-19 20:34:00,Nagpur,476,8,48,F,Knife,Fire Accident,5,Yes,11-07-2024 17:00,4,20,20,21.1498134,79.0820556
37689,2024-04-19 17:00:00,04-19-2024 08:00,2024-04-19 18:15:00,Ahmedabad,107,15,10,F,Explosives,Violent Crime,3,Yes,02-06-2024 17:00,4,19,18,23.0215374,72.5800568
37691,2024-04-21 21:00:00,04-19-2024 10:00,2024-04-19 19:49:00,Delhi,223,2,78,M,Poison,Other Crime,19,Yes,24-09-2024 21:00,4,21,19,28.6138954,77.2090057
37692,2024-04-21 23:00:00,04-19-2024 11:00,2024-04-19 16:57:00,Hyderabad,216,18,78,F,Explosives,Traffic Fatality,7,Yes,22-04-2024 23:00,4,21,16,17.360589,78.4740613
37693,2024-04-20 19:00:00,04-19-2024 12:00,2024-04-19 16:36:00,Kolkata,455,1,12,F,Blunt Object,Violent Crime,14,Yes,24-05-2024 19:00,4,20,16,22.5726459,88.3638953
37695,2024-04-21 08:00:00,04-19-2024 14:00,2024-04-20 02:48:00,Kalyan,534,11,79,M,Blunt Object,Violent Crime,17,Yes,30-06-2024 08:00,4,21,2,19.2396742,73.1366482
37696,2024-04-22 13:00:00,04-19-2024 15:00,2024-04-20 06:55:00,Mumbai,368,0,74,F,Knife,Fire Accident,8,Yes,02-06-2024 13:00,4,22,6,19.054999,72.8692035
37697,2024-04-22 02:00:00,04-19-2024 16:00,2024-04-20 09:09:00,Bhopal,139,1,15,F,Firearm,Violent Crime,12,Yes,07-07-2024 02:00,4,22,9,23.2584857,77.401989
37699,2024-04-22 05:00:00,04-19-2024 18:00,2024-04-20 06:08:00,Bangalore,563,6,61,F,Poison,Other Crime,12,Yes,28-06-2024 05:00,4,22,6,12.9767936,77.590082
37700,2024-04-20 19:00:00,04-19-2024 19:00,2024-04-19 23:41:00,Vasai,338,17,46,M,Poison,Other Crime,6,Yes,15-07-2024 19:00,4,20,23,19.3428238,72.805441
37701,2024-04-21 20:00:00,04-19-2024 20:00,2024-04-20 18:18:00,Kolkata,128,9,40,M,Explosives,Other Crime,10,Yes,06-06-2024 20:00,4,21,18,22.5726459,88.3638953
37702,2024-04-20 01:00:00,04-19-2024 21:00,2024-04-20 04:16:00,Ludhiana,577,10,12,M,Blunt Object,Other Crime,12,Yes,03-11-2025 01:00,4,20,4,30.9090157,75.851601
37705,2024-04-22 23:00:00,04-20-2024 00:00,2024-04-20 05:04:00,Kanpur,525,6,12,F,Other,Other Crime,14,Yes,28-05-2024 23:00,4,22,5,26.4609135,80.3217588
37706,2024-04-20 10:00:00,04-20-2024 01:00,2024-04-20 19:52:00,Lucknow,575,3,34,M,Other,Other Crime,14,Yes,24-06-2024 10:00,4,20,19,26.8381,80.9346001
37708,2024-04-22 11:00:00,04-20-2024 03:00,2024-04-20 21:15:00,Delhi,383,5,35,F,Knife,Violent Crime,9,Yes,25-06-2024 11:00,4,22,21,28.6138954,77.2090057
37709,2024-04-20 18:00:00,04-20-2024 04:00,2024-04-21 03:13:00,Ahmedabad,570,0,16,M,Poison,Fire Accident,7,Yes,04-05-2024 18:00,4,20,3,23.0215374,72.5800568
37711,2024-04-23 03:00:00,04-20-2024 06:00,2024-04-20 23:21:00,Kolkata,186,1,57,M,Firearm,Violent Crime,4,Yes,12-05-2024 03:00,4,23,23,22.5726459,88.3638953
37717,2024-04-20 23:00:00,04-20-2024 12:00,2024-04-21 10:18:00,Ludhiana,539,3,79,F,Other,Other Crime,2,Yes,14-06-2024 23:00,4,20,10,30.9090157,75.851601
37718,2024-04-21 07:00:00,04-20-2024 13:00,2024-04-21 12:03:00,Nagpur,108,5,23,F,Knife,Violent Crime,10,Yes,14-05-2024 07:00,4,21,12,21.1498134,79.0820556
37720,2024-04-21 19:00:00,04-20-2024 15:00,2024-04-20 15:40:00,Mumbai,375,14,47,M,Other,Other Crime,9,Yes,30-04-2024 19:00,4,21,15,19.054999,72.8692035
37721,2024-04-23 01:00:00,04-20-2024 16:00,2024-04-20 21:31:00,Ghaziabad,337,19,38,F,Firearm,Other Crime,2,Yes,31-05-2024 01:00,4,23,21,28.7749966,77.4586967
37722,2024-04-22 19:00:00,04-20-2024 17:00,2024-04-20 18:35:00,Kolkata,285,14,74,F,Explosives,Other Crime,11,Yes,20-05-2024 19:00,4,22,18,22.5726459,88.3638953
37724,2024-04-21 06:00:00,04-20-2024 19:00,2024-04-21 00:38:00,Jaipur,539,8,69,F,Knife,Fire Accident,12,Yes,30-06-2024 06:00,4,21,0,26.9154576,75.8189817
37725,2024-04-21 05:00:00,04-20-2024 20:00,2024-04-21 11:57:00,Hyderabad,169,2,67,F,Knife,Other Crime,17,Yes,09-06-2024 05:00,4,21,11,17.360589,78.4740613
37728,2024-04-23 13:00:00,04-20-2024 23:00,2024-04-21 20:29:00,Surat,377,11,35,F,Firearm,Violent Crime,14,Yes,02-05-2024 13:00,4,23,20,21.2094892,72.8317058
37729,2024-04-23 21:00:00,04-21-2024 00:00,2024-04-21 08:49:00,Chennai,535,4,34,F,Firearm,Other Crime,10,Yes,22-06-2024 21:00,4,23,8,13.0836939,80.270186
37731,2024-04-23 21:00:00,04-21-2024 02:00,2024-04-21 15:50:00,Pune,528,3,12,F,Other,Other Crime,5,Yes,01-05-2024 21:00,4,23,15,18.5213738,73.8545071
37734,2024-04-24 02:00:00,04-21-2024 05:00,2024-04-21 22:48:00,Indore,220,0,57,M,Knife,Fire Accident,3,Yes,03-07-2024 02:00,4,24,22,22.7203616,75.8681996
37737,2024-04-21 21:00:00,04-21-2024 08:00,2024-04-22 06:40:00,Bhopal,238,4,65,F,Explosives,Other Crime,4,Yes,14-07-2024 21:00,4,21,6,23.2584857,77.401989
37738,2024-04-23 02:00:00,04-21-2024 09:00,2024-04-21 11:29:00,Jaipur,443,11,28,F,Blunt Object,Violent Crime,11,Yes,03-05-2024 02:00,4,23,11,26.9154576,75.8189817
37739,2024-04-23 18:00:00,04-21-2024 10:00,2024-04-22 05:21:00,Varanasi,371,17,45,M,Firearm,Other Crime,7,Yes,04-05-2024 18:00,4,23,5,25.3356491,83.0076292
37741,2024-04-24 05:00:00,04-21-2024 12:00,2024-04-21 12:41:00,Lucknow,547,4,13,F,Knife,Other Crime,10,Yes,28-05-2024 05:00,4,24,12,26.8381,80.9346001
37745,2024-04-23 05:00:00,04-21-2024 16:00,2024-04-22 00:57:00,Pune,518,19,13,F,Other,Other Crime,16,Yes,06-05-2024 05:00,4,23,0,18.5213738,73.8545071
37746,2024-04-24 02:00:00,04-21-2024 17:00,2024-04-22 11:55:00,Delhi,115,3,60,F,Knife,Other Crime,1,Yes,30-05-2024 02:00,4,24,11,28.6138954,77.2090057
37748,2024-04-23 15:00:00,04-21-2024 19:00,2024-04-22 09:24:00,Indore,360,8,11,F,Poison,Fire Accident,2,Yes,21-06-2024 15:00,4,23,9,22.7203616,75.8681996
37750,2024-04-22 13:00:00,04-21-2024 21:00,2024-04-22 05:02:00,Lucknow,163,8,68,F,Explosives,Fire Accident,11,Yes,26-05-2024 13:00,4,22,5,26.8381,80.9346001
37752,2024-04-23 20:00:00,04-21-2024 23:00,2024-04-22 01:35:00,Kolkata,464,19,57,F,Firearm,Other Crime,2,Yes,27-06-2024 20:00,4,23,1,22.5726459,88.3638953
37754,2024-04-24 05:00:00,04-22-2024 01:00,2024-04-22 14:09:00,Mumbai,436,5,22,M,Poison,Violent Crime,9,Yes,03-06-2024 05:00,4,24,14,19.054999,72.8692035
37757,2024-04-24 06:00:00,04-22-2024 04:00,2024-04-22 10:02:00,Hyderabad,233,16,51,M,Firearm,Violent Crime,17,Yes,19-02-2026 06:00,4,24,10,17.360589,78.4740613
37758,2024-04-22 23:00:00,04-22-2024 05:00,2024-04-22 21:30:00,Bangalore,506,6,42,M,Other,Other Crime,14,Yes,05-05-2024 23:00,4,22,21,12.9767936,77.590082
37760,2024-04-22 16:00:00,04-22-2024 07:00,2024-04-22 14:47:00,Delhi,522,20,46,F,Other,Violent Crime,3,Yes,14-07-2024 16:00,4,22,14,28.6138954,77.2090057
37761,2024-04-22 12:00:00,04-22-2024 08:00,2024-04-22 10:03:00,Hyderabad,433,4,41,M,Other,Other Crime,19,Yes,14-07-2024 12:00,4,22,10,17.360589,78.4740613
37762,2024-04-25 07:00:00,04-22-2024 09:00,2024-04-23 02:48:00,Visakhapatnam,391,14,10,F,Explosives,Other Crime,11,Yes,17-05-2024 07:00,4,25,2,17.6935526,83.2921297
37763,2024-04-22 15:00:00,04-22-2024 10:00,2024-04-22 13:21:00,Chennai,543,0,26,F,Poison,Fire Accident,8,Yes,13-05-2024 15:00,4,22,13,13.0836939,80.270186
37765,2024-04-23 22:00:00,04-22-2024 12:00,2024-04-23 07:19:00,Ludhiana,584,19,29,F,Other,Other Crime,18,Yes,21-05-2024 22:00,4,23,7,30.9090157,75.851601
37772,2024-04-24 12:00:00,04-22-2024 19:00,2024-04-23 18:43:00,Jaipur,198,14,47,F,Blunt Object,Other Crime,14,Yes,06-05-2024 12:00,4,24,18,26.9154576,75.8189817
37778,2024-04-23 10:00:00,04-23-2024 01:00,2024-04-23 06:50:00,Bangalore,161,12,44,F,Other,Other Crime,6,Yes,13-06-2024 10:00,4,23,6,12.9767936,77.590082
37787,2024-04-25 11:00:00,04-23-2024 10:00,2024-04-24 09:53:00,Kolkata,153,0,44,M,Other,Fire Accident,3,Yes,11-05-2024 11:00,4,25,9,22.5726459,88.3638953
37791,2024-04-26 02:00:00,04-23-2024 14:00,2024-04-23 23:45:00,Faridabad,552,4,76,F,Explosives,Other Crime,17,Yes,11-07-2024 02:00,4,26,23,28.4031478,77.3105561
37794,2024-04-25 07:00:00,04-23-2024 17:00,2024-04-24 05:30:00,Lucknow,382,3,49,F,Other,Other Crime,18,Yes,22-07-2024 07:00,4,25,5,26.8381,80.9346001
37801,2024-04-24 22:00:00,04-24-2024 00:00,2024-04-24 23:16:00,Mumbai,370,12,15,F,Blunt Object,Other Crime,19,Yes,02-05-2024 22:00,4,24,23,19.054999,72.8692035
37804,2024-04-26 18:00:00,04-24-2024 03:00,2024-04-24 22:34:00,Vasai,433,1,62,M,Firearm,Violent Crime,14,Yes,05-07-2024 18:00,4,26,22,19.3428238,72.805441
37805,2024-04-26 13:00:00,04-24-2024 04:00,2024-04-24 10:48:00,Hyderabad,415,4,25,F,Firearm,Other Crime,19,Yes,12-06-2024 13:00,4,26,10,17.360589,78.4740613
37807,2024-04-24 14:00:00,04-24-2024 06:00,2024-04-25 04:19:00,Mumbai,371,10,23,F,Knife,Other Crime,3,Yes,23-11-2025 14:00,4,24,4,19.054999,72.8692035
37810,2024-04-26 11:00:00,04-24-2024 09:00,2024-04-24 11:45:00,Visakhapatnam,315,12,20,M,Explosives,Other Crime,10,Yes,28-05-2024 11:00,4,26,11,17.6935526,83.2921297
37813,2024-04-25 20:00:00,04-24-2024 12:00,2024-04-25 11:27:00,Delhi,105,14,49,F,Knife,Other Crime,9,Yes,09-05-2024 20:00,4,25,11,28.6138954,77.2090057
37814,2024-04-25 22:00:00,04-24-2024 13:00,2024-04-25 10:59:00,Bhopal,278,18,71,M,Knife,Traffic Fatality,13,Yes,07-05-2024 22:00,4,25,10,23.2584857,77.401989
37817,2024-04-26 04:00:00,04-24-2024 16:00,2024-04-25 02:09:00,Ludhiana,144,20,71,F,Poison,Violent Crime,7,Yes,11-05-2024 04:00,4,26,2,30.9090157,75.851601
37819,2024-04-25 17:00:00,04-24-2024 18:00,2024-04-25 10:22:00,Delhi,384,2,31,M,Blunt Object,Other Crime,17,Yes,31-05-2024 17:00,4,25,10,28.6138954,77.2090057
37822,2024-04-24 23:00:00,04-24-2024 21:00,2024-04-25 05:18:00,Chennai,118,20,61,F,Other,Violent Crime,9,Yes,08-05-2024 23:00,4,24,5,13.0836939,80.270186
37823,2024-04-26 19:00:00,04-24-2024 22:00,2024-04-25 13:43:00,Jaipur,171,18,51,F,Explosives,Traffic Fatality,4,Yes,29-04-2024 19:00,4,26,13,26.9154576,75.8189817
37824,2024-04-26 16:00:00,04-24-2024 23:00,2024-04-25 20:56:00,Chennai,361,2,58,F,Explosives,Other Crime,5,Yes,02-08-2024 16:00,4,26,20,13.0836939,80.270186
37825,2024-04-26 01:00:00,04-25-2024 00:00,2024-04-25 12:38:00,Mumbai,443,14,77,F,Knife,Other Crime,8,Yes,28-04-2024 01:00,4,26,12,19.054999,72.8692035
37826,2024-04-26 13:00:00,04-25-2024 01:00,2024-04-25 09:32:00,Kolkata,196,18,38,F,Blunt Object,Traffic Fatality,5,Yes,13-05-2024 13:00,4,26,9,22.5726459,88.3638953
37830,2024-04-26 04:00:00,04-25-2024 05:00,2024-04-25 11:40:00,Kolkata,479,3,18,M,Knife,Other Crime,18,Yes,14-07-2024 04:00,4,26,11,22.5726459,88.3638953
37832,2024-04-26 13:00:00,04-25-2024 07:00,2024-04-26 01:31:00,Bhopal,432,6,58,F,Explosives,Other Crime,10,Yes,20-07-2024 13:00,4,26,1,23.2584857,77.401989
37837,2024-04-27 19:00:00,04-25-2024 12:00,2024-04-25 13:41:00,Hyderabad,117,0,14,F,Explosives,Fire Accident,1,Yes,14-06-2024 19:00,4,27,13,17.360589,78.4740613
37839,2024-04-28 03:00:00,04-25-2024 14:00,2024-04-26 08:51:00,Meerut,495,6,40,M,Poison,Other Crime,12,Yes,15-05-2024 03:00,4,28,8,29.0018557,77.7679671
37841,2024-04-26 23:00:00,04-25-2024 16:00,2024-04-26 04:12:00,Chennai,300,10,13,F,Explosives,Other Crime,6,Yes,02-03-2026 23:00,4,26,4,13.0836939,80.270186
37842,2024-04-27 12:00:00,04-25-2024 17:00,2024-04-25 22:37:00,Pune,179,2,17,M,Knife,Other Crime,12,Yes,23-09-2024 12:00,4,27,22,18.5213738,73.8545071
37843,2024-04-26 13:00:00,04-25-2024 18:00,2024-04-26 07:13:00,Ahmedabad,369,0,41,M,Other,Fire Accident,12,Yes,04-07-2024 13:00,4,26,7,23.0215374,72.5800568
37844,2024-04-26 21:00:00,04-25-2024 19:00,2024-04-26 06:41:00,Nashik,199,7,39,M,Knife,Other Crime,14,Yes,20-06-2024 21:00,4,26,6,20.0112475,73.7902364
37845,2024-04-26 17:00:00,04-25-2024 20:00,2024-04-26 05:01:00,Ahmedabad,550,2,57,F,Knife,Other Crime,15,Yes,08-06-2024 17:00,4,26,5,23.0215374,72.5800568
37848,2024-04-26 19:00:00,04-25-2024 23:00,2024-04-26 06:18:00,Delhi,176,5,42,M,Poison,Violent Crime,4,Yes,30-05-2024 19:00,4,26,6,28.6138954,77.2090057
37850,2024-04-28 13:00:00,04-26-2024 01:00,2024-04-26 15:32:00,Mumbai,506,10,26,M,Other,Other Crime,19,Yes,13-04-2025 13:00,4,28,15,19.054999,72.8692035
